rcp_efbd0224	AR2602-023	2026-03-19	IV2602-023	15102025	บ้านป่าระกำ ม.4 ต.ป่าระกำ อ.ปากพนัง จ.นครศรีธรรมราช (6901-01)		1100000		1100000		10.03.2026 เช็คออกแล้ว เข้ารับเช็ค 18.03 / คุณสายฝน 062-2087864 | ผู้รับโอนสิทธิ: LIT | ลูกค้า: องค์การบริหารส่วนตำบลป่าระกำ
rcp_2486367b	AR2602-011	2026-03-05	IV2602-011	16702025	บ้านฮ่องกอก ม.7 ต.บ่อแฮ้ว อ.เมืองลำปาง จ.ลำปาง (6901-01)		1360000		1360000		05.03.2026 เงินเข้าแล้ว | ผู้รับโอนสิทธิ: WTP | ลูกค้า: องค์การบริหารส่วนตำบลบ่อแฮ้ว
rcp_ec4a4c9e	AR2602-010	2026-03-30	IV2602-010	16502025	บ้านวังขุม ม.1 ต.เขาวง อ.บ้านตาขุน จ.สุราษฎร์ธานี (6901-01)		2160000		2160000		30.03.2026 เงินเข้าแล้ว / คุณรชดา 097-9363895 | ผู้รับโอนสิทธิ: LIT | ลูกค้า: องค์การบริหารส่วนตำบลเขาวง
rcp_4675f9b3	AR2602-009	2026-02-25	IV2602-009	14702025	บ้านทุ่ง ม.2 ต.หลวงใต้ อ.งาว จ.ลำปาง (6801-01)		3234000		3234000		25.02.2026 เงินเข้าแล้ว / คุณวิ 086-4395331 | ผู้รับโอนสิทธิ: LIT | ลูกค้า: เทศบาลตำบลหลวงใต้
rcp_8bbaffd3	AR2602-008	2026-03-19	IV2602-008	15302025	บ้านป่าระกำเหนือ ม.7 ต.ป่าระกำ อ.ปากพนัง จ.นครศรีธรรมราช (6901-01)		1100000		1100000		10.03.2026 เช็คออกแล้ว เข้ารับเช็ค 18.03 / คุณสายฝน 062-2087864 | ผู้รับโอนสิทธิ: LIT | ลูกค้า: องค์การบริหารส่วนตำบลป่าระกำ
rcp_cfbe4836	AR2602-006	2026-02-27	IV2602-003	15902025	บ้านเขาเฒ่า ม.3 ต.บางเตย อ.เมืองพังงา จ.พังงา (6901-01)		2158020		2158020		25.02.2026 กดอนุมัติเบิกจ่ายแล้ว รอเงินเข้า | ผู้รับโอนสิทธิ: WTP | ลูกค้า: เทศบาลตำบลบางเตย
rcp_60fa2aa6	AR2602-005	2026-02-27	IV2602-002	15402025	โรงเรียนเทศบาลตำบลบางเตย ม.3 ต.บางเตย อ.เมืองพังงา จ.พังงา (6901-01)		1300000		1300000		25.02.2026 กดอนุมัติเบิกจ่ายแล้ว รอเงินเข้า | ผู้รับโอนสิทธิ: WTP | ลูกค้า: เทศบาลตำบลบางเตย
rcp_566d2959	AR2602-001	2026-03-11	IV2602-001	14502025	บ้านพลับ ม.4 ต.ดู่ทุ่ง อ.เมืองยโสธร จ.ยโสธร (6801-01)		3237000		3237000		11.03.2026 เงินเข้าแล้ว / คุณเสาวนีย์ 094-9635142 | ผู้รับโอนสิทธิ: LIT | ลูกค้า: องค์การบริหารส่วนตำบลดู่ทุ่ง
rcp_4da72888	AR2601-039	2026-02-16	IV2601-037	001782025	SV-855-PL-บ้านเวียงกาหลง ม.15 ต.เวียงกาหลง อ.เวียงป่าเป้า จ.เชียงราย  (SV-6801-01)		135000		135000		16.02.2026 เงินเข้าแล้ว | ผู้รับโอนสิทธิ: WTP | ลูกค้า: เทศบาลตำบลเวียงกาหลง
rcp_ab0fdd98	AR2601-038	2026-03-20	IV2601-036	29202024	บ้านนาไคร้ ม.7 ต.กุดหว้า อ.กุฉินารายณ์ จ.กาฬสินธุ์ (6801-01)		3240000		3240000		20.03.2026 เงินเข้าแล้ว / คุณหยก 0812607536 | ผู้รับโอนสิทธิ: WTP | ลูกค้า: องค์การบริหารส่วนตำบลนาไคร้
rcp_5e09fd11	AR2601-037	2026-03-25	IV2601-035	16102025	บ้านโนนธาตุ ม.12 ต.แก อ.รัตนบุรี จ.สุรินทร์ (6901-01)		1100000		1100000		25.03.2026 เงินเข้าแล้ว / คุณภาขวัญ 094-4603020 | ผู้รับโอนสิทธิ: WTP | ลูกค้า: องค์การบริหารส่วนตำบลแก
rcp_25311ebd	AR2601-036	2026-03-25	IV2601-034	16002025	บ้านแก ม.10 ต.แก อ.รัตนบุรี จ.สุรินทร์ (6901-01)		1100000		1100000		25.03.2026 เงินเข้าแล้ว / คุณภาขวัญ 094-4603020 | ผู้รับโอนสิทธิ: WTP | ลูกค้า: องค์การบริหารส่วนตำบลแก
rcp_8419826a	AR2601-035	2026-03-20	IV2601-033	17202025	บ้านกุดหว้า ม.13 ต.กุดหว้า อ.กุฉินารายณ์ จ.กาฬสินธุ์ (6901-01)		1100000		1100000		20.03.2026 เงินเข้าแล้ว / คุณหยก 0812607536 | ผู้รับโอนสิทธิ: WTP | ลูกค้า: องค์การบริหารส่วนตำบลนาไคร้
rcp_6ebcba6d	AR2601-034	2026-03-20	IV2601-032	17302025	บ้านห้วยแดง ม.10 ต.กุดหว้า อ.กุฉินารายณ์ จ.กาฬสินธุ์ (6901-01)		1100000		1100000		20.03.2026 เงินเข้าแล้ว / คุณหยก 0812607536 | ผู้รับโอนสิทธิ: WTP | ลูกค้า: องค์การบริหารส่วนตำบลนาไคร้
rcp_2a58a94a	AR2601-033	2026-02-09	IV2601-031	17002025	บ้านหนองขนาก ม.7 ต.เขาเจ็ดลูก อ.ทับคล้อ จ.พิจิตร (6901-01)		1100000		1100000		09.02.2026 เงินเข้าแล้ว / คุณผดุงศักดิ์ 081-6059784 | ผู้รับโอนสิทธิ: WTP | ลูกค้า: องค์การบริหารส่วนตำบลเขาเจ็ดลูก
rcp_8a68cb6a	AR2601-032	2026-02-09	IV2601-030	16902025	บ้านเขาตะพานนาก ม.2 ต.เขาเจ็ดลูก อ.ทับคล้อ จ.พิจิตร (6901-01)		1100000		1100000		09.02.2026 เงินเข้าแล้ว / คุณผดุงศักดิ์ 081-6059784 | ผู้รับโอนสิทธิ: WTP | ลูกค้า: องค์การบริหารส่วนตำบลเขาเจ็ดลูก
rcp_e5f16a0a	AR2601-031	2026-02-16	IV2601-029	0012182025	SV-790-PL-บ้านทุ่งเจ้า ม.4 ต.แม่เปา อ.พญาเม็งราย จ.เชียงราย (SV-6305-01)		135000		135000		16.02.2026 เงินเข้าแล้ว | ผู้รับโอนสิทธิ: WTP | ลูกค้า: องค์การบริหารส่วนตำบลแม่เปา
rcp_f223e7e0	AR2601-030	2026-02-13	IV2601-028	17902025	บริเวณด้านหลังเทศบาลบ้านเพชรภูเขียว ม.1 ต.บ้านเพชร อ.ภูเขียว จ.ชัยภูมิ (6801-01)		1299500		1299500		13.02.2026 เงินเข้าแล้ว / คุณอร 095-6137541 | ผู้รับโอนสิทธิ: LIT | ลูกค้า: เทศบาลตำบลบ้านเพชรภูเขียว
rcp_2d78293b	AR2601-023	2026-02-24	IV2601-023	16802025	หนองแสง ม.1 ต.ศรีสว่าง อ.นาโพธิ์ จ.บุรีรัมย์ (6901-01)		2160000		2160000		24.02.2026 เงินเข้าแล้ว / คุณกมลวรรณ 063-756-6243 | ผู้รับโอนสิทธิ: LIT | ลูกค้า: องค์การบริหารส่วนตำบลศรีสว่าง
rcp_3fe3b260	AR2601-021	2026-02-12	IV2601-022	15802025	บ้านร่องบอน ม.12 ต.ม่วงคำ อ.พาน จ.เชียงราย (6901-01)		1100000		1100000		12.02.2026 เงินเข้าแล้ว / คุณเชอร์รี่ 085-7198563 | ผู้รับโอนสิทธิ: WTP | ลูกค้า: องค์การบริหารส่วนตำบลม่วงคำ
rcp_02301e9b	AR2601-022	2026-02-12	IV2601-021	15702025	บ้านสันปู่ย่า ม.11 ต.ม่วงคำ อ.พาน จ.เชียงราย (6901-01)		1100000		1100000		12.02.2026 เงินเข้าแล้ว / คุณเชอร์รี่ 085-7198563 | ผู้รับโอนสิทธิ: WTP | ลูกค้า: องค์การบริหารส่วนตำบลม่วงคำ
rcp_febf1604	AR2601-020	2026-02-10	IV2601-020	14302025	บ้านสายห้วย ม.8 ต.วังสำโรง อ.บางมูลนาก จ.พิจิตร (6813-02)		4392000		4392000		10.02.2026 เงินเข้าแล้ว / คุณจันทร์ 063-9024579 | ผู้รับโอนสิทธิ: WTP | ลูกค้า: ที่ทำการปกครองอำเภอบางมูลนาก
rcp_701016ff	AR2601-015	2026-01-30	IV2601-019	14702025	บ้านทุ่ง ม.2 ต.หลวงใต้ อ.งาว จ.ลำปาง (6801-01)		2156000		2156000		30.01.2026 เงินเข้าแล้ว / คุณวิ 086-4395331 | ผู้รับโอนสิทธิ: LIT | ลูกค้า: เทศบาลตำบลหลวงใต้
rcp_90b53958	AR2601-016	2026-01-28	IV2601-018	13902025	บ้านดง ม.7 ต.หลวงใต้ อ.งาว จ.ลำปาง (6801-01)		1099000		1099000		28.01.2026 เงินเข้าแล้ว / คุณวิ 086-4395331 | ผู้รับโอนสิทธิ: WTP | ลูกค้า: เทศบาลตำบลหลวงใต้
rcp_f046105e	AR2601-017	2026-01-28	IV2601-017	13802025	บ้านทุ่งสุ่ม ม.5 ต.หลวงใต้ อ.งาว จ.ลำปาง (6801-01)		1099000		1099000		28.01.2026 เงินเข้าแล้ว / คุณวิ 086-4395331 | ผู้รับโอนสิทธิ: WTP | ลูกค้า: เทศบาลตำบลหลวงใต้
rcp_29a9e572	AR2601-018	2026-01-28	IV2601-016	13702025	บ้านน้ำล้อม ม.3 ต.หลวงใต้ อ.งาว จ.ลำปาง (6801-01)		1099000		1099000		28.01.2026 เงินเข้าแล้ว / คุณวิ 086-4395331 | ผู้รับโอนสิทธิ: WTP | ลูกค้า: เทศบาลตำบลหลวงใต้
rcp_58b71e90	AR2601-019	2026-01-28	IV2601-015	13602025	บ้านน้ำจำ ม.1 ต.หลวงใต้ อ.งาว จ.ลำปาง (6801-01)		1099000		1099000		28.01.2026 เงินเข้าแล้ว / คุณวิ 086-4395331 | ผู้รับโอนสิทธิ: WTP | ลูกค้า: เทศบาลตำบลหลวงใต้
rcp_a18940e8	AR2601-014	2026-02-23	IV2601-014	15502025	บ้านสระแก ม.7 ต.ทองหลาง อ.บ้านใหม่ไชยพจน์ จ.บุรีรัมย์ (6901-01)		2160000		2160000		23.02.2026 เงินเข้าแล้ว / คุญวิทยา 062-5240398 | ผู้รับโอนสิทธิ: LIT | ลูกค้า: องค์การบริหารส่วนตำบลทองหลาง
rcp_faae97a3	AR2601-012	2026-01-26	IV2601-013	001772025	SV-641-PL-บ้านสันกองใหม่ ม.9 ต.แม่ไร่  อ.แม่จัน จ.เชียงราย  (SV-6805-01)		134000		134000		14.01.2026 ส่งมอบงานแล้ว (รอใบตรวจรับงาน) | ผู้รับโอนสิทธิ: WTP | ลูกค้า: เทศบาลตำบลแม่ไร่
rcp_e57b3310	AR2601-013	2026-01-26	IV2601-012	001762025	SV-640-PL-บ้านป่ากว๋าว ม.1 ต.แม่ไร่ อ.แม่จัน จ.เชียงราย   (SV-6805-01)		134000		134000		14.01.2026 ส่งมอบงานแล้ว (รอใบตรวจรับงาน) | ผู้รับโอนสิทธิ: WTP | ลูกค้า: เทศบาลตำบลแม่ไร่
rcp_019ed913	AR2601-010	2026-02-18	IV2601-011	14502025	บ้านพลับ ม.4 ต.ดู่ทุ่ง อ.เมืองยโสธร จ.ยโสธร (6801-01)		2158000		2158000		18.02.2026 เงินเข้าแล้ว / คุณเสาวนีย์ 094-9635142 | ผู้รับโอนสิทธิ: LIT | ลูกค้า: องค์การบริหารส่วนตำบลดู่ทุ่ง
rcp_03f05a5b	AR2601-011	2026-03-12	IV2601-010	14002025	บ้านซับสมบูรณ์ ม.1 ต.ซับสมบูรณ์ อ.วิเชียรบุรี จ.เพชรบูรณ์ (6813-02)		3090000		3090000		12.03.2026 เงินเข้าแล้ว / คุณนิว 093-7919416  | ผู้รับโอนสิทธิ: WTP | ลูกค้า: ที่ทำการปกครองอำเภอวิเชียรบุรี
rcp_410cddec	AR2601-001	2026-02-11	IV2601-003	14802025	บ้านดงสวาง ม.6 ต.สงเปลือย อ.นามน จ.กาฬสินธุ์ (6801-01)		2351600		2351600		11.02.2026 เงินเข้าแล้ว / คุณหน่อง 098-6628398 | ผู้รับโอนสิทธิ: LIT | ลูกค้า: เทศบาลตำบลสงเปลือย
rcp_d437de03	AR2601-002	2026-02-09	IV2601-002	13402025	บ้านหนองแก ม.3 ต.ไร่ใหม่ อ.สามร้อยยอด จ.ประจวบคีรีขันธ์ (6802-01)		5132000		5132000		09.02.2026 เงินเข้าแล้ว | ผู้รับโอนสิทธิ: WTP | ลูกค้า: ที่ทำการปกครองอำเภอสามร้อยยอด
rcp_5ced4767	AR2601-003	2026-01-23	IV2601-001	10102025	บ้านป่าตาล ม.2 ต.เถินบุรี อ.เถิน จ.ลำปาง (6801-01)		3204000		3204000		23.01.2026 เงินเข้าแล้ว | ผู้รับโอนสิทธิ: STS | ลูกค้า: เทศบาลตำบลเถินบุรี
rcp_0321c74b	AR2512-015	2026-02-24	IV2512-015	29202024	บ้านนาไคร้ ม.7 ต.กุดหว้า อ.กุฉินารายณ์ จ.กาฬสินธุ์ (6801-01)		2101064.32		2101064.32		24.02.2026 เงินเข้าแล้ว / คุณหยก 0812607536 | ผู้รับโอนสิทธิ: WTP | ลูกค้า: องค์การบริหารส่วนตำบลนาไคร้
rcp_590bce48	AR2512-014	2026-01-09	IV2512-014	12902025	วัดสารภีพระเจ้าตนหลวงล้านเหรียญทันใจ ม.6 ต.แม่คือ อ.ดอยสะเก็ด จ.เชียงใหม่ (6801-01)		2037000		2037000		09.01.2026 เงินเข้าแล้ว | ผู้รับโอนสิทธิ: WTP | ลูกค้า: เทศบาลตำบลแม่คือ
rcp_e53872b2	AR2512-013	2026-01-19	IV2512-013	10002025	บ้านแม่กัวะ ม.4 ต.แม่กัวะ อ.สบปราบ จ.ลำปาง (6801-01)		3217951.8		3217951.8		19.01.2026 เงินเข้าแล้ว | ผู้รับโอนสิทธิ: WTP | ลูกค้า: องค์การบริหารส่วนตำบลแม่กวัะ
rcp_9deae75e	AR2512-010	2026-01-21	IV2512-010	0012062025	SV-900-PL-บ้านนาท่อ ม.1 ต.ไชยสถาน อ.เมืองน่าน จ.น่าน (SV-6506-01)		135000		135000		21.01.2026 เงินเข้าแล้ว | ผู้รับโอนสิทธิ: WTP | ลูกค้า: องค์การบริหารส่วนตำบลไชยสถาน
rcp_b4f81506	AR2512-008	2026-01-07	IV2512-009	12202025	บ้านปางกุ่ม ม.4 ต.แม่ปะ อ.เถิน จ.ลำปาง (6801-01)		5371000		5371000		07.01.2026 เงินเข้าแล้ว / คุณอนงค์ 081-706-2258 | ผู้รับโอนสิทธิ: WTP | ลูกค้า: องค์การบริหารส่วนตำบลแม่ปะ
rcp_21a9096a	AR2512-007	2025-12-17	IV2512-008	11302025	บ้านแม่หลง ม.1 ต.วังพร้าว อ.เกาะคา จ.ลำปาง (6801-01)		5372196		5372196		17.12.2025 เงินเข้าแล้ว | ผู้รับโอนสิทธิ: WTP | ลูกค้า: เทศบาลตำบลวังพร้าว
rcp_f62f5d44	AR2512-009	2026-01-16	IV2512-007	10902025	บ้านเทื่อม ม.3 ต.เขือน้ำ อ.บ้านผือ จ.อุดรธานี (6801-01)		5377196.24		5377196.24		16.01.2026 เงินเข้าแล้ว / คุณศิวพร 092-956-3298 | ผู้รับโอนสิทธิ: STS | ลูกค้า: องค์การบริหารส่วนตำบลเขือน้ำ
rcp_3a33f106	AR2512-004	2026-03-13	IV2512-005	14202025	บ้านหนองจอก ม.6 ต.ซับสมบูรณ์ อ.วิเชียรบุรี จ.เพชรบูรณ์ (6813-02)		1291000		1291000		13.03.2026 เงินเข้าแล้ว / คุณนิว 093-7919416  | ผู้รับโอนสิทธิ: WTP | ลูกค้า: ที่ทำการปกครองอำเภอวิเชียรบุรี
